code_module,code_presentation,id_student,id_site,date,sum_click
BBB,2013B,510756,542811,44,2
BBB,2013B,510756,542811,44,1
BBB,2013B,510756,542864,44,2
BBB,2013B,510756,542807,44,7
BBB,2013B,510756,542807,44,10
BBB,2013B,508452,542795,44,1
BBB,2013B,508452,543088,44,1
BBB,2013B,508452,542795,44,1
BBB,2013B,508452,543020,44,3
BBB,2013B,508452,543055,44,2
BBB,2013B,508537,542811,44,3
BBB,2013B,508452,543113,44,1
BBB,2013B,508452,543253,44,2
BBB,2013B,508537,542864,44,1
BBB,2013B,508452,542864,44,5
BBB,2013B,508537,542811,44,3
BBB,2013B,508662,542807,44,12
BBB,2013B,508662,542795,44,3
BBB,2013B,508662,542807,44,15
BBB,2013B,508662,542811,44,10
BBB,2013B,508662,542864,44,1
BBB,2013B,508662,542811,44,9
BBB,2013B,507817,543038,44,1
BBB,2013B,509768,542811,44,1
BBB,2013B,509768,542864,44,6
BBB,2013B,509768,543041,44,1
BBB,2013B,509768,543058,44,1
BBB,2013B,509768,543055,44,1
BBB,2013B,509768,542811,44,1
BBB,2013B,510141,542864,44,22
BBB,2013B,510141,542811,44,7
BBB,2013B,510141,542807,44,1
BBB,2013B,510141,543324,44,3
BBB,2013B,510141,542891,44,2
BBB,2013B,510141,542794,44,2
BBB,2013B,510141,542794,44,1
BBB,2013B,510141,543037,44,1
BBB,2013B,510141,542795,44,28
BBB,2013B,510141,542807,44,53
BBB,2013B,510141,543324,44,1
BBB,2013B,510141,542891,44,2
BBB,2013B,510141,542891,44,1
BBB,2013B,510141,542807,44,50
BBB,2013B,510141,542811,44,18
BBB,2013B,510141,542795,44,24
BBB,2013B,500507,542811,44,4
BBB,2013B,500507,543038,44,1
BBB,2013B,500507,542807,44,2
BBB,2013B,500507,543055,44,3
BBB,2013B,500507,542808,44,1
BBB,2013B,500507,542807,44,3
BBB,2013B,500507,543088,44,2
BBB,2013B,500507,542811,44,4
BBB,2013B,500507,542864,44,6
BBB,2013B,500819,542811,44,1
BBB,2013B,500815,542811,44,1
BBB,2013B,500819,542811,44,1
BBB,2013B,500815,542807,44,7
BBB,2013B,500815,542811,44,1
BBB,2013B,500815,542807,44,7
BBB,2013B,500815,542864,44,4
BBB,2013B,500819,542864,44,1
BBB,2013B,500719,542807,44,1
BBB,2013B,500719,542807,44,4
BBB,2013B,500659,542811,44,12
BBB,2013B,500659,542864,44,5
BBB,2013B,500659,542811,44,2
BBB,2013B,500719,543190,44,1
BBB,2013B,500719,542811,44,6
BBB,2013B,500719,543169,44,1
BBB,2013B,500719,542864,44,4
BBB,2013B,500659,542795,44,5
BBB,2013B,500719,542811,44,2
BBB,2013B,500659,542808,44,1
BBB,2013B,500659,542795,44,5
BBB,2013B,500659,542811,44,1
BBB,2013B,500719,543065,44,1
BBB,2013B,500659,542811,44,11
BBB,2013B,500719,543066,44,1
BBB,2013B,501879,542864,44,3
BBB,2013B,501879,542891,44,4
BBB,2013B,501879,542891,44,16
BBB,2013B,501879,542891,44,2
BBB,2013B,501879,542891,44,1
BBB,2013B,501879,542891,44,2
BBB,2013B,501879,542891,44,1
BBB,2013B,501550,542807,44,8
BBB,2013B,501550,542864,44,7
BBB,2013B,501550,542811,44,1
BBB,2013B,501550,542808,44,1
BBB,2013B,501550,542807,44,11
BBB,2013B,501550,542811,44,3
BBB,2013B,501955,542864,44,1
BBB,2013B,506753,542811,44,1
BBB,2013B,506753,542811,44,1
BBB,2013B,506753,542811,44,2
BBB,2013B,506753,542864,44,2
BBB,2013B,505959,542811,44,6
BBB,2013B,505961,542864,44,2
BBB,2013B,505961,542811,44,3
BBB,2013B,505961,542808,44,1
BBB,2013B,505959,542891,44,2
BBB,2013B,505961,542811,44,2
BBB,2013B,505959,542891,44,2
BBB,2013B,505959,542864,44,3
BBB,2013B,505959,542891,44,1
BBB,2013B,505959,542811,44,6
BBB,2013B,505871,542811,44,2
BBB,2013B,505871,542811,44,1
BBB,2013B,505871,543038,44,1
BBB,2013B,505959,542891,44,1
BBB,2013B,505871,543055,44,1
BBB,2013B,505871,542864,44,5
BBB,2013B,505871,542891,44,1
BBB,2013B,505959,542891,44,1
BBB,2013B,505959,542891,44,7
BBB,2013B,505959,542811,44,1
BBB,2013B,502694,542794,44,1
BBB,2013B,502694,542811,44,4
BBB,2013B,502694,542807,44,10
BBB,2013B,502694,542807,44,1
BBB,2013B,502694,542807,44,2
BBB,2013B,502441,542811,44,1
BBB,2013B,502441,542811,44,1
BBB,2013B,502717,542811,44,1
BBB,2013B,502717,543055,44,1
BBB,2013B,502717,542807,44,6
BBB,2013B,502717,543066,44,1
BBB,2013B,502717,543028,44,1
BBB,2013B,502717,543050,44,1
BBB,2013B,502694,542864,44,2
BBB,2013B,502717,542807,44,4
BBB,2013B,502717,543169,44,1
BBB,2013B,502694,542807,44,5
BBB,2013B,502717,543088,44,1
BBB,2013B,502717,543058,44,2
BBB,2013B,502717,542864,44,9
BBB,2013B,502717,543065,44,1
BBB,2013B,502717,543054,44,2
BBB,2013B,502717,543190,44,1
BBB,2013B,502694,542811,44,14
BBB,2013B,502717,542811,44,3
BBB,2013B,502694,542811,44,15
BBB,2013B,503491,542864,44,1
BBB,2013B,503509,543169,44,1
BBB,2013B,503509,542811,44,3
BBB,2013B,503509,542811,44,3
BBB,2013B,503509,542864,44,5
BBB,2013B,503509,543066,44,1
BBB,2013B,503509,542891,44,2
BBB,2013B,503509,542891,44,3
BBB,2013B,503509,543055,44,2
BBB,2013B,503390,542864,44,4
BBB,2013B,503390,542891,44,1
BBB,2013B,503390,542811,44,2
BBB,2013B,503390,542891,44,1
BBB,2013B,503390,542807,44,5
BBB,2013B,503390,542891,44,1
BBB,2013B,503390,542891,44,1
BBB,2013B,503390,542811,44,3
BBB,2013B,503390,542891,44,7
BBB,2013B,503390,542807,44,2
BBB,2013B,503390,542807,44,1
BBB,2013B,503390,542891,44,1
BBB,2013B,389369,542811,44,2
BBB,2013B,389369,542811,44,13
BBB,2013B,389369,542811,44,6
BBB,2013B,389369,542864,44,3
BBB,2013B,388360,542891,44,1
BBB,2013B,388360,543055,44,2
BBB,2013B,388410,542811,44,3
BBB,2013B,388360,542891,44,1
BBB,2013B,388360,542864,44,3
BBB,2013B,388360,542891,44,1
BBB,2013B,388410,542811,44,1
BBB,2013B,388360,542891,44,1
BBB,2013B,388360,542891,44,1
BBB,2013B,388410,542864,44,1
BBB,2013B,388360,542891,44,7
BBB,2013B,388410,542811,44,1
BBB,2013B,388410,542811,44,10
BBB,2013B,388360,543088,44,1
BBB,2013B,392428,543055,44,1
BBB,2013B,392428,542811,44,3
BBB,2013B,392614,542864,44,1
BBB,2013B,392428,542811,44,4
BBB,2013B,392281,542811,44,1
BBB,2013B,392428,542864,44,4
BBB,2013B,392281,542811,44,3
BBB,2013B,392281,543055,44,1
BBB,2013B,392281,543113,44,2
BBB,2013B,392281,542864,44,3
BBB,2013B,392281,542811,44,4
BBB,2013B,392428,542811,44,2
BBB,2013B,397118,542807,44,3
BBB,2013B,397118,542811,44,1
BBB,2013B,397118,542807,44,9
BBB,2013B,397118,542864,44,3
BBB,2013B,397118,542811,44,1
BBB,2013B,404022,542811,44,3
BBB,2013B,404022,542811,44,1
BBB,2013B,404022,542795,44,4
BBB,2013B,404022,542794,44,1
BBB,2013B,404022,542795,44,4
BBB,2013B,404022,542864,44,1
BBB,2013B,404727,543242,44,1
BBB,2013B,404727,543253,44,1
BBB,2013B,404727,543058,44,2
BBB,2013B,404727,543055,44,1
BBB,2013B,404727,542864,44,2
BBB,2013B,405995,542811,44,1
BBB,2013B,405995,542807,44,16
BBB,2013B,405995,542811,44,1
BBB,2013B,405746,542864,44,2
BBB,2013B,405995,542807,44,18
BBB,2013B,405995,542864,44,4
BBB,2013B,406416,543228,44,1
BBB,2013B,406416,542864,44,3
BBB,2013B,406416,543065,44,1
BBB,2013B,406416,543191,44,1
BBB,2013B,384678,542811,44,1
BBB,2013B,384678,542864,44,1
BBB,2013B,384678,542811,44,1
BBB,2013B,384909,542864,44,1
BBB,2013B,400894,542864,44,1
BBB,2013B,400894,542811,44,3
BBB,2013B,400894,542807,44,14
BBB,2013B,400894,542811,44,2
BBB,2013B,400894,542807,44,8
BBB,2013B,400894,543055,44,1
BBB,2013B,401339,542811,44,2
BBB,2013B,401339,542864,44,1
BBB,2013B,401349,542807,44,5
BBB,2013B,401339,542811,44,1
BBB,2013B,401349,542811,44,1
BBB,2013B,401349,542864,44,3
BBB,2013B,401349,542811,44,1
BBB,2013B,401349,542807,44,7
BBB,2013B,400049,542811,44,1
BBB,2013B,400049,542811,44,1
BBB,2013B,400049,542864,44,6
BBB,2013B,400049,542812,44,2
BBB,2013B,400049,543041,44,2
BBB,2013B,400049,543066,44,2
BBB,2013B,400049,542804,44,1
BBB,2013B,400049,543253,44,1
BBB,2013B,400049,542811,44,9
BBB,2013B,400049,543038,44,1
BBB,2013B,400049,542811,44,14
BBB,2013B,400049,543169,44,1
BBB,2013B,400474,543055,44,1
BBB,2013B,400474,542864,44,2
BBB,2013B,400474,543058,44,1
BBB,2013B,443288,542811,44,12
BBB,2013B,443288,542891,44,1
BBB,2013B,443288,542807,44,28
BBB,2013B,443288,542864,44,8
BBB,2013B,443288,542807,44,1
BBB,2013B,443288,542811,44,1
BBB,2013B,443288,542811,44,7
BBB,2013B,443288,542807,44,20
BBB,2013B,442456,543020,44,1
BBB,2013B,442456,543270,44,1
BBB,2013B,442456,543113,44,2
BBB,2013B,442012,542811,44,6
BBB,2013B,442456,543038,44,1
BBB,2013B,442456,543055,44,5
BBB,2013B,468949,542864,44,1
BBB,2013B,440509,542864,44,3
BBB,2013B,440509,543041,44,1
BBB,2013B,440509,542811,44,2
BBB,2013B,440509,542811,44,1
BBB,2013B,441255,542864,44,1
BBB,2013B,441255,543055,44,1
BBB,2013B,442012,542864,44,2
BBB,2013B,442012,542811,44,6
BBB,2013B,439857,542864,44,2
BBB,2013B,439857,542811,44,4
BBB,2013B,439857,542811,44,3
BBB,2013B,434646,542891,44,1
BBB,2013B,434646,542891,44,3
BBB,2013B,435245,542807,44,6
BBB,2013B,435245,542807,44,2
BBB,2013B,434646,542891,44,1
BBB,2013B,434646,542891,44,9
BBB,2013B,434646,543055,44,3
BBB,2013B,434646,543054,44,1
BBB,2013B,434646,542891,44,1
BBB,2013B,434646,543186,44,1
BBB,2013B,434646,542891,44,2
BBB,2013B,434646,543088,44,3
BBB,2013B,435245,542864,44,2
BBB,2013B,434646,542864,44,11
BBB,2013B,437562,543065,44,1
BBB,2013B,437562,542864,44,9
BBB,2013B,437562,543058,44,1
BBB,2013B,437562,543088,44,1
BBB,2013B,437562,543055,44,3
BBB,2013B,437562,543071,44,1
BBB,2013B,437562,543036,44,1
BBB,2013B,437562,543041,44,1
BBB,2013B,437562,543054,44,1
BBB,2013B,437562,543066,44,2
BBB,2013B,437562,543324,44,2
BBB,2013B,437562,543187,44,1
BBB,2013B,437562,543186,44,1
BBB,2013B,437562,543169,44,2
BBB,2013B,437562,543190,44,4
BBB,2013B,437562,543253,44,2
BBB,2013B,447759,542811,44,2
BBB,2013B,447759,542811,44,4
BBB,2013B,447759,542864,44,5
BBB,2013B,447759,542807,44,16
BBB,2013B,447759,542807,44,7
BBB,2013B,447759,542811,44,1
BBB,2013B,445065,542795,44,4
BBB,2013B,445065,542795,44,3
BBB,2013B,445065,542864,44,4
BBB,2013B,445065,542807,44,36
BBB,2013B,445065,542807,44,26
BBB,2013B,445889,543055,44,1
BBB,2013B,445889,542807,44,1
BBB,2013B,445889,542807,44,1
BBB,2013B,445889,542807,44,2
BBB,2013B,445889,542864,44,3
BBB,2013B,445889,542811,44,1
BBB,2013B,444117,542864,44,1
BBB,2013B,466959,542807,44,22
BBB,2013B,466959,542807,44,7
BBB,2013B,466959,542864,44,3
BBB,2013B,466959,542891,44,1
BBB,2013B,465599,542864,44,2
BBB,2013B,465599,542811,44,4
BBB,2013B,465599,542811,44,5
BBB,2013B,466800,543038,44,1
BBB,2013B,466800,542811,44,2
BBB,2013B,466800,543020,44,1
BBB,2013B,466800,542864,44,3
BBB,2013B,466800,542811,44,3
BBB,2013B,376617,543055,44,2
BBB,2013B,376617,542864,44,10
BBB,2013B,376617,543169,44,1
BBB,2013B,376617,542891,44,1
BBB,2013B,376617,543020,44,2
BBB,2013B,376617,543066,44,1
BBB,2013B,378721,542795,44,6
BBB,2013B,378721,542795,44,6
BBB,2013B,378721,542864,44,1
BBB,2013B,374234,542811,44,1
BBB,2013B,374234,542811,44,1
BBB,2013B,374234,542807,44,1
BBB,2013B,374234,542795,44,2
BBB,2013B,374234,542795,44,1
BBB,2013B,374234,543058,44,1
BBB,2013B,374234,542864,44,6
BBB,2013B,374234,543041,44,2
BBB,2013B,374234,542807,44,1
BBB,2013B,377846,542864,44,1
BBB,2013B,377846,542811,44,1
BBB,2013B,377759,542864,44,1
BBB,2013B,378543,542864,44,6
BBB,2013B,378543,543036,44,1
BBB,2013B,378543,542811,44,7
BBB,2013B,378543,542891,44,1
BBB,2013B,377759,542795,44,1
BBB,2013B,378543,543054,44,2
BBB,2013B,378462,543228,44,1
BBB,2013B,377759,542807,44,2
BBB,2013B,378543,542811,44,7
BBB,2013B,378462,542864,44,11
BBB,2013B,377905,542811,44,1
BBB,2013B,378543,543253,44,1
BBB,2013B,377759,542807,44,1
BBB,2013B,378462,542891,44,1
BBB,2013B,378543,543186,44,1
BBB,2013B,377905,542864,44,3
BBB,2013B,378462,543065,44,2
BBB,2013B,378543,543055,44,8
BBB,2013B,377846,542811,44,1
BBB,2013B,378543,543088,44,1
BBB,2013B,378462,543055,44,4
BBB,2013B,378462,543054,44,1
BBB,2013B,378462,543020,44,1
BBB,2013B,378543,543113,44,1
BBB,2013B,370302,543186,44,1
BBB,2013B,370302,543054,44,1
BBB,2013B,370302,542864,44,1
BBB,2013B,350622,542807,44,12
BBB,2013B,350622,542811,44,4
BBB,2013B,350622,542864,44,3
BBB,2013B,350622,542891,44,1
BBB,2013B,350622,542807,44,1
BBB,2013B,350622,542891,44,1
BBB,2013B,350622,543169,44,1
BBB,2013B,350622,542811,44,2
BBB,2013B,350622,543066,44,1
BBB,2013B,350622,542807,44,12
BBB,2013B,353093,542811,44,5
BBB,2013B,353093,542808,44,1
BBB,2013B,353093,542811,44,2
BBB,2013B,353093,542807,44,3
BBB,2013B,353093,542864,44,6
BBB,2013B,353093,542807,44,4
BBB,2013B,353093,543055,44,1
BBB,2013B,351290,542864,44,2
BBB,2013B,351290,542811,44,4
BBB,2013B,351290,542811,44,4
BBB,2013B,349040,542864,44,5
BBB,2013B,349040,542811,44,3
BBB,2013B,349040,542807,44,8
BBB,2013B,349040,542811,44,2
BBB,2013B,349040,542807,44,7
BBB,2013B,349040,543020,44,1
BBB,2013B,365707,542864,44,2
BBB,2013B,365707,542811,44,4
BBB,2013B,365707,542811,44,3
BBB,2013B,360188,542811,44,9
BBB,2013B,360188,542811,44,2
BBB,2013B,360188,542864,44,1
BBB,2013B,360188,542811,44,8
BBB,2013B,363660,542864,44,2
BBB,2013B,360877,542811,44,3
BBB,2013B,360877,542864,44,1
BBB,2013B,360877,542811,44,4
BBB,2013B,354895,542811,44,1
BBB,2013B,354895,542864,44,1
BBB,2013B,354895,542811,44,2
BBB,2013B,355369,542807,44,2
BBB,2013B,355369,542807,44,1
BBB,2013B,355369,542864,44,3
BBB,2013B,355369,542811,44,1
BBB,2013B,357030,542811,44,3
BBB,2013B,357030,542811,44,1
BBB,2013B,357030,542864,44,1
BBB,2013B,357030,542811,44,1
BBB,2013B,357030,542811,44,3
BBB,2013B,165243,542811,44,6
BBB,2013B,165243,542811,44,4
BBB,2013B,165243,542811,44,1
BBB,2013B,165243,542864,44,3
BBB,2013B,154027,542811,44,1
BBB,2013B,154027,542811,44,8
BBB,2013B,154027,542864,44,2
BBB,2013B,154027,542811,44,4
BBB,2013B,203481,543055,44,1
BBB,2013B,203481,542811,44,1
BBB,2013B,203481,543041,44,3
BBB,2013B,203481,543036,44,1
BBB,2013B,203481,543253,44,1
BBB,2013B,203481,542811,44,7
BBB,2013B,203481,542811,44,1
BBB,2013B,203481,542811,44,1
BBB,2013B,203481,542795,44,3
BBB,2013B,203481,543058,44,2
BBB,2013B,203481,542811,44,6
BBB,2013B,203481,542795,44,2
BBB,2013B,203481,542864,44,17
BBB,2013B,197595,542864,44,8
BBB,2013B,197595,542811,44,12
BBB,2013B,197595,543055,44,3
BBB,2013B,198956,542807,44,11
BBB,2013B,197595,542811,44,13
BBB,2013B,198956,542864,44,2
BBB,2013B,197595,542891,44,1
BBB,2013B,197595,542891,44,1
BBB,2013B,198956,542807,44,13
BBB,2013B,197595,543270,44,1
BBB,2013B,199520,542795,44,1
BBB,2013B,199520,542811,44,2
BBB,2013B,199520,542807,44,1
BBB,2013B,199520,543020,44,1
BBB,2013B,199520,542795,44,3
BBB,2013B,199520,542864,44,6
BBB,2013B,199520,542811,44,5
BBB,2013B,199520,542807,44,1
BBB,2013B,200905,542891,44,2
BBB,2013B,200905,543055,44,3
BBB,2013B,200905,542892,44,1
BBB,2013B,200905,542807,44,5
BBB,2013B,200905,542811,44,1
BBB,2013B,200905,542891,44,1
BBB,2013B,200905,543301,44,1
BBB,2013B,200905,543038,44,1
BBB,2013B,200905,542807,44,6
BBB,2013B,200905,542811,44,1
BBB,2013B,200905,542864,44,8
BBB,2013B,226827,542807,44,1
BBB,2013B,226827,543020,44,1
BBB,2013B,226827,543055,44,1
BBB,2013B,226827,542811,44,6
BBB,2013B,226827,542864,44,7
BBB,2013B,226827,542811,44,3
BBB,2013B,226827,542811,44,1
BBB,2013B,226827,543038,44,2
BBB,2013B,226827,542807,44,8
BBB,2013B,226827,542807,44,6
BBB,2013B,229240,542864,44,4
BBB,2013B,229240,543113,44,1
BBB,2013B,229240,543041,44,1
BBB,2013B,229240,543055,44,1
BBB,2013B,229240,543020,44,1
BBB,2013B,193822,542811,44,2
BBB,2013B,193822,542811,44,3
BBB,2013B,193822,542864,44,1
BBB,2013B,197595,542891,44,1
BBB,2013B,197595,542811,44,2
BBB,2013B,197595,542891,44,1
BBB,2013B,197595,542891,44,1
BBB,2013B,197595,542811,44,1
BBB,2013B,197595,542891,44,7
BBB,2013B,182824,542891,44,1
BBB,2013B,182824,542891,44,1
BBB,2013B,182824,542811,44,10
BBB,2013B,182824,543055,44,1
BBB,2013B,182824,543038,44,3
BBB,2013B,182824,542891,44,1
BBB,2013B,182824,542864,44,11
BBB,2013B,182824,542811,44,11
BBB,2013B,182824,542808,44,1
BBB,2013B,182824,542891,44,12
BBB,2013B,182824,542891,44,1
BBB,2013B,182824,542891,44,2
BBB,2013B,188152,542864,44,3
BBB,2013B,187793,542811,44,2
BBB,2013B,188152,542811,44,2
BBB,2013B,188152,542811,44,2
BBB,2013B,187793,542811,44,1
BBB,2013B,187793,542864,44,5
BBB,2013B,185349,542811,44,3
BBB,2013B,185349,542864,44,11
BBB,2013B,185349,542811,44,2
BBB,2013B,185349,543058,44,1
BBB,2013B,185349,542807,44,15
BBB,2013B,185349,542807,44,14
BBB,2013B,70608,542864,44,1
BBB,2013B,70608,542891,44,7
BBB,2013B,70608,542891,44,1
BBB,2013B,70608,542891,44,1
BBB,2013B,70608,542891,44,1
BBB,2013B,70608,542891,44,1
BBB,2013B,70608,542891,44,1
BBB,2013B,74734,542864,44,1
BBB,2013B,74695,542811,44,15
BBB,2013B,74695,542864,44,8
BBB,2013B,74695,542811,44,1
BBB,2013B,74695,542795,44,1
BBB,2013B,74695,542811,44,9
BBB,2013B,74695,542807,44,1
BBB,2013B,74695,542811,44,1
BBB,2013B,74695,542807,44,7
BBB,2013B,74695,542795,44,1
BBB,2013B,34431,543020,44,1
BBB,2013B,34431,542807,44,15
BBB,2013B,33666,542807,44,3
BBB,2013B,34431,542864,44,7
BBB,2013B,33666,542864,44,1
BBB,2013B,34431,543055,44,1
BBB,2013B,34431,543038,44,1
BBB,2013B,33666,542807,44,3
BBB,2013B,34431,542807,44,13
BBB,2013B,82535,543054,44,2
BBB,2013B,82535,543066,44,3
BBB,2013B,82535,543055,44,2
BBB,2013B,82535,543189,44,1
BBB,2013B,82535,543270,44,1
BBB,2013B,82535,543186,44,1
BBB,2013B,82535,543169,44,1
BBB,2013B,82535,542864,44,3
BBB,2013B,82535,543192,44,1
BBB,2013B,83254,542864,44,1
BBB,2013B,83254,542891,44,1
BBB,2013B,83254,542891,44,1
BBB,2013B,83254,542891,44,1
BBB,2013B,78645,542811,44,4
BBB,2013B,78645,542811,44,1
BBB,2013B,78645,542807,44,2
BBB,2013B,78645,542864,44,2
BBB,2013B,25107,542891,44,1
BBB,2013B,25107,543055,44,2
BBB,2013B,25107,543088,44,1
BBB,2013B,25107,542864,44,4
BBB,2013B,31663,542811,44,2
BBB,2013B,31663,542864,44,3
BBB,2013B,31663,542811,44,2
BBB,2013B,31663,542807,44,1
BBB,2013B,31663,542807,44,2
BBB,2013B,29144,543055,44,1
BBB,2013B,29144,542864,44,1
BBB,2013B,29144,543088,44,1
BBB,2013B,92947,542864,44,1
BBB,2013B,91322,542807,44,3
BBB,2013B,91322,542807,44,24
BBB,2013B,91322,542807,44,21
BBB,2013B,91322,542807,44,1
BBB,2013B,91322,542811,44,1
BBB,2013B,91322,542864,44,2
BBB,2013B,97154,543116,44,2
BBB,2013B,97154,543186,44,1
BBB,2013B,97154,542864,44,7
BBB,2013B,97154,543169,44,1
BBB,2013B,97154,543189,44,1
BBB,2013B,97154,543055,44,2
BBB,2013B,97154,543065,44,11
BBB,2013B,97154,543066,44,5
BBB,2013B,97154,543192,44,1
BBB,2013B,97154,543088,44,1
BBB,2013B,97154,543191,44,2
BBB,2013B,97154,543228,44,2
BBB,2013B,97154,543190,44,2
BBB,2013B,97154,543054,44,2
BBB,2013B,277733,542864,44,1
BBB,2013B,277733,542811,44,3
BBB,2013B,277733,542811,44,2
BBB,2013B,285912,542864,44,1
BBB,2013B,291194,542864,44,2
BBB,2013B,294381,542864,44,4
BBB,2013B,294381,542891,44,7
BBB,2013B,294381,542891,44,1
BBB,2013B,294381,542891,44,1
BBB,2013B,294381,542891,44,1
BBB,2013B,294381,542811,44,6
BBB,2013B,294381,542891,44,1
BBB,2013B,294381,542811,44,5
BBB,2013B,294381,542891,44,1
BBB,2013B,313810,542864,44,1
BBB,2013B,281564,542807,44,3
BBB,2013B,281564,542811,44,3
BBB,2013B,281564,542864,44,7
BBB,2013B,281564,542811,44,3
BBB,2013B,281564,542807,44,11
BBB,2013B,284076,543058,44,1
BBB,2013B,284076,542811,44,7
BBB,2013B,284076,543055,44,1
BBB,2013B,284076,542808,44,1
BBB,2013B,284076,542864,44,4
BBB,2013B,284076,543041,44,1
BBB,2013B,284076,542811,44,1
BBB,2013B,284076,542811,44,1
BBB,2013B,284076,542811,44,7
BBB,2013B,284076,542794,44,1
BBB,2013B,297484,542811,44,5
BBB,2013B,297484,542811,44,1
BBB,2013B,297484,542864,44,2
BBB,2013B,298476,542811,44,1
BBB,2013B,298476,542811,44,7
BBB,2013B,298476,542807,44,20
BBB,2013B,298476,542864,44,15
BBB,2013B,298476,542807,44,25
BBB,2013B,298476,543041,44,1
BBB,2013B,298476,542811,44,9
BBB,2013B,242149,542811,44,1
BBB,2013B,242149,542811,44,3
BBB,2013B,242149,542864,44,1
BBB,2013B,262294,542807,44,7
BBB,2013B,262294,542811,44,2
BBB,2013B,262294,542807,44,1
BBB,2013B,262294,542864,44,3
BBB,2013B,262294,542811,44,11
BBB,2013B,248103,542891,44,1
BBB,2013B,248103,543055,44,1
BBB,2013B,248103,542891,44,2
BBB,2013B,248103,542891,44,1
BBB,2013B,248103,542807,44,3
BBB,2013B,248103,542864,44,4
BBB,2013B,248103,542891,44,1
BBB,2013B,248103,542891,44,1
BBB,2013B,248103,542807,44,1
BBB,2013B,248103,542891,44,7
BBB,2013B,248103,542807,44,4
BBB,2013B,237304,542891,44,1
BBB,2013B,237304,542891,44,1
BBB,2013B,237304,542891,44,7
BBB,2013B,237304,542891,44,1
BBB,2013B,237304,542891,44,1
BBB,2013B,237304,542864,44,2
